Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
235000;	83 0.0999462 0.0966376;	78 0.0998998 0.106708;	77 0.0999002 0.105504;	78 0.0999067 0.106473;	79 0.0999112 0.106478;	78 0.0999123 0.106405;	77 0.0999131 0.106467;	
237500;	83 0.0999462 0.0966376;	78 0.0998998 0.106708;	77 0.0999002 0.105504;	77 0.0999067 0.106473;	78 0.0999112 0.106478;	77 0.0999123 0.106405;	77 0.0999131 0.106467;	
240000;	83 0.0999462 0.0966376;	83 0.0999462 0.0966376;	105 0.218143 1.#INF;	92 0.235875 1.#INF;	99 0.294611 1.#INF;	107 0.298864 1.#INF;	109 0.311497 1.#INF;	
242500;	83 0.0999462 0.0966376;	83 0.0999462 0.0966376;	85 0.121308 1.#INF;	86 0.125192 1.#INF;	87 0.127079 1.#INF;	88 0.139532 1.#INF;	83 0.140023 1.#INF;	
245000;	83 0.0999462 0.0966376;	83 0.0999462 0.0966376;	84 0.102741 1.#INF;	85 0.102783 1.#INF;	83 0.103132 1.#INF;	83 0.104046 1.#INF;	85 0.104435 1.#INF;	
247500;	83 0.0999462 0.0966376;	83 0.0999462 0.0966376;	83 0.099964 1.#INF;	83 0.0999673 1.#INF;	84 0.100921 1.#INF;	85 0.101227 1.#INF;	84 0.101623 1.#INF;	
250000;	83 0.0999462 0.0966376;	86 0.0999234 0.106797;	83 0.0999443 0.10637;	83 0.0999462 0.0966376;	83 0.0999631 1.#INF;	83 0.099964 1.#INF;	82 0.0999656 1.#INF;	
Best: Len=83; Trn=0.0999462; Val=0.0966376; Tst=0.0547904;

2500;	39 0.196363 0.197399;	39 0.196363 0.197399;	46 0.196363 0.213369;	46 0.198906 0.247897;	51 0.202327 0.206375;	37 0.202621 0.204128;	44 0.202895 0.205891;	
5000;	60 0.189132 0.16632;	60 0.189132 0.16632;	44 0.194578 0.247897;	37 0.194601 0.196579;	42 0.195165 0.205891;	42 0.195192 0.247897;	34 0.196363 0.197399;	
7500;	56 0.172397 0.180123;	46 0.161597 0.190939;	58 0.16169 0.19109;	56 0.163525 0.189471;	51 0.163889 0.190939;	47 0.168323 0.190939;	58 0.171026 0.195026;	
10000;	51 0.155305 0.16488;	56 0.154804 0.209336;	56 0.154869 0.206587;	46 0.154958 0.209336;	55 0.155263 0.21412;	51 0.155305 0.16488;	51 0.155453 0.189471;	
12500;	56 0.151969 0.15364;	50 0.151969 0.15364;	61 0.152647 0.209336;	57 0.152797 0.209336;	52 0.153234 0.187866;	57 0.153362 0.178291;	58 0.153589 0.178291;	
15000;	56 0.151969 0.15364;	44 0.149754 0.196122;	51 0.149999 0.19788;	50 0.150063 0.192267;	56 0.150605 0.196751;	48 0.150705 0.197724;	48 0.150876 0.18865;	
17500;	56 0.151969 0.15364;	50 0.1399 0.252125;	51 0.140897 0.22502;	51 0.141218 0.231272;	58 0.142397 0.233691;	52 0.143295 0.230596;	54 0.144424 0.250583;	
20000;	56 0.151969 0.15364;	55 0.135707 0.254014;	55 0.136615 0.263994;	58 0.136615 0.263994;	51 0.136877 0.263994;	56 0.137458 0.254074;	57 0.137487 0.260389;	
22500;	56 0.151969 0.15364;	52 0.130934 0.245888;	53 0.130938 0.260648;	54 0.131402 0.263994;	59 0.135006 0.249066;	55 0.135318 0.243587;	55 0.135355 0.262563;	
25000;	56 0.151969 0.15364;	49 0.129338 0.246836;	46 0.129377 0.269584;	56 0.12945 0.251686;	50 0.129463 0.263306;	52 0.129476 0.263472;	50 0.129488 0.261229;	
27500;	56 0.151969 0.15364;	49 0.129119 0.267308;	46 0.129338 0.246836;	45 0.129354 0.266773;	45 0.12937 0.262865;	44 0.129377 0.269584;	49 0.129404 0.225978;	
30000;	44 0.149677 0.152473;	54 0.122845 0.248173;	54 0.128926 0.259418;	44 0.129002 0.202635;	46 0.129023 0.213886;	46 0.129023 0.213886;	52 0.129083 0.250386;	
32500;	44 0.149677 0.152473;	48 0.119996 0.236397;	42 0.120383 0.235425;	44 0.120385 0.233284;	47 0.120385 0.23223;	47 0.120487 0.236294;	52 0.120625 0.228689;	
35000;	44 0.149677 0.152473;	45 0.119942 0.236388;	54 0.119948 0.236373;	47 0.119948 0.228155;	49 0.119952 0.23636;	50 0.119953 0.23636;	50 0.119955 0.228148;	
37500;	45 0.138545 0.147571;	39 0.119942 0.236388;	43 0.119948 0.236373;	43 0.119948 0.228155;	41 0.119952 0.23636;	43 0.119953 0.23636;	42 0.119955 0.228148;	
40000;	45 0.138545 0.147571;	38 0.119942 0.236388;	41 0.119948 0.236373;	40 0.119948 0.228155;	40 0.119952 0.23636;	40 0.119953 0.23636;	41 0.119955 0.228148;	
42500;	45 0.138545 0.147571;	38 0.119942 0.236388;	40 0.119948 0.236373;	40 0.119948 0.228155;	40 0.119952 0.23636;	40 0.119953 0.23636;	41 0.119955 0.228148;	
45000;	45 0.138545 0.147571;	38 0.119942 0.236388;	39 0.119948 0.236373;	40 0.119948 0.228155;	43 0.119951 0.23636;	40 0.119952 0.23636;	40 0.119953 0.23636;	
47500;	40 0.137481 0.14465;	38 0.119941 0.236389;	37 0.119942 0.236388;	40 0.119947 0.236373;	40 0.119947 0.228153;	39 0.119948 0.236373;	39 0.119948 0.228155;	
50000;	40 0.137481 0.14465;	38 0.119941 0.236389;	37 0.119942 0.236388;	40 0.119947 0.236373;	40 0.119947 0.228153;	39 0.119948 0.236373;	39 0.119948 0.228155;	
52500;	40 0.137481 0.14465;	37 0.119941 0.236389;	36 0.119942 0.236388;	40 0.119947 0.236373;	40 0.119947 0.228153;	38 0.119948 0.236373;	39 0.119948 0.228155;	
55000;	40 0.137481 0.14465;	37 0.119941 0.236389;	36 0.119942 0.236388;	39 0.119947 0.236373;	40 0.119947 0.228153;	38 0.119948 0.236373;	39 0.119948 0.228155;	
57500;	38 0.137145 0.144324;	37 0.119941 0.236389;	36 0.119942 0.236388;	39 0.119947 0.236373;	39 0.119947 0.228153;	38 0.119948 0.236373;	38 0.119948 0.228155;	
60000;	38 0.137145 0.144324;	37 0.119941 0.236389;	35 0.119942 0.236388;	39 0.119947 0.236373;	39 0.119947 0.228153;	38 0.119948 0.236373;	38 0.119948 0.228155;	
62500;	38 0.137145 0.144324;	37 0.119941 0.236389;	35 0.119942 0.236388;	38 0.119947 0.236373;	39 0.119947 0.228153;	37 0.119948 0.236373;	38 0.119948 0.228155;	
65000;	38 0.137145 0.144324;	37 0.119941 0.236389;	35 0.119942 0.236388;	38 0.119947 0.236373;	39 0.119947 0.228153;	37 0.119948 0.236373;	38 0.119948 0.228155;	
67500;	38 0.137145 0.144324;	36 0.119941 0.236389;	35 0.119942 0.236388;	38 0.119947 0.236373;	39 0.119947 0.228153;	37 0.119948 0.236373;	38 0.119948 0.228155;	
70000;	38 0.137145 0.144324;	36 0.119941 0.236389;	35 0.119942 0.236388;	38 0.119947 0.236373;	39 0.119947 0.228153;	37 0.119948 0.236373;	38 0.119948 0.228155;	
72500;	38 0.137145 0.144324;	36 0.119941 0.236389;	34 0.119942 0.236388;	38 0.119947 0.236373;	39 0.119947 0.228153;	37 0.119948 0.236373;	38 0.119948 0.228155;	
75000;	38 0.137145 0.144324;	35 0.119941 0.236389;	33 0.119942 0.236388;	38 0.119947 0.236373;	39 0.119947 0.228153;	37 0.119948 0.236373;	38 0.119948 0.228155;	
77500;	38 0.137145 0.144324;	38 0.137145 0.144324;	76 0.351776 0.236373;	60 0.354127 0.236373;	103 0.35413 0.236373;	91 0.354161 0.236373;	109 0.354424 0.236373;	
80000;	38 0.137145 0.144324;	38 0.137145 0.144324;	44 0.153353 0.236373;	44 0.154847 0.236373;	52 0.159097 0.236373;	44 0.162139 0.236373;	62 0.164036 0.236373;	
82500;	38 0.137145 0.144324;	41 0.136743 0.148615;	38 0.137145 0.144324;	40 0.137186 0.236373;	45 0.137347 0.236373;	42 0.137555 0.236373;	39 0.137608 0.236373;	
85000;	52 0.135707 0.13726;	51 0.131014 0.22764;	50 0.131306 0.227833;	52 0.131437 0.184838;	46 0.131458 0.19195;	51 0.132794 0.234276;	49 0.132943 0.200783;	
87500;	52 0.135707 0.13726;	52 0.122195 0.226606;	52 0.123868 0.21844;	55 0.124114 0.216724;	60 0.124114 0.216725;	50 0.124798 0.235419;	53 0.125495 0.215952;	
90000;	52 0.135707 0.13726;	56 0.121414 0.225315;	55 0.121424 0.225377;	59 0.121448 0.225341;	56 0.12145 0.225257;	58 0.12145 0.225372;	61 0.121451 0.225344;	
92500;	52 0.135707 0.13726;	63 0.120224 0.20784;	61 0.120992 0.238598;	61 0.121335 0.225298;	56 0.121335 0.225303;	60 0.121335 0.225308;	61 0.121335 0.225306;	
95000;	52 0.135707 0.13726;	57 0.119315 0.202609;	57 0.119332 0.202605;	59 0.119338 0.202613;	62 0.119338 0.202601;	58 0.119364 0.2026;	59 0.119366 0.202602;	
97500;	52 0.135707 0.13726;	65 0.119034 0.202247;	63 0.119052 0.202252;	67 0.1191 0.202284;	66 0.119124 0.202215;	62 0.119143 0.202244;	70 0.119182 0.202313;	
100000;	52 0.135707 0.13726;	62 0.119025 0.202183;	55 0.119027 0.202236;	57 0.119027 0.202248;	57 0.119028 0.202248;	59 0.119029 0.202218;	59 0.119034 0.202247;	
102500;	52 0.135707 0.13726;	69 0.118972 0.202175;	65 0.118977 0.202174;	58 0.118981 0.202177;	60 0.118981 0.202177;	60 0.118981 0.202177;	69 0.118983 0.202181;	
105000;	52 0.135707 0.13726;	52 0.135707 0.13726;	69 0.20264 1.#INF;	113 0.218 1.#INF;	112 0.258027 1.#INF;	117 0.321455 1.#INF;	117 0.348701 1.#INF;	
107500;	52 0.135707 0.13726;	52 0.135707 0.13726;	58 0.152072 1.#INF;	57 0.152632 1.#INF;	59 0.153215 1.#INF;	61 0.153848 1.#INF;	62 0.154268 1.#INF;	
110000;	52 0.135707 0.13726;	53 0.135707 0.13726;	52 0.135707 0.13726;	54 0.135708 1.#INF;	55 0.136148 1.#INF;	55 0.136149 1.#INF;	53 0.136294 1.#INF;	
112500;	54 0.135428 0.135085;	58 0.130542 0.217064;	59 0.130554 0.230054;	60 0.1308 0.217028;	58 0.130979 0.224276;	56 0.131547 0.223955;	57 0.131562 0.228513;	
115000;	54 0.135428 0.135085;	62 0.128756 0.224402;	64 0.129819 0.206306;	58 0.129905 0.217567;	60 0.12993 0.218005;	57 0.129946 0.218691;	57 0.12999 0.218054;	
117500;	54 0.135428 0.135085;	68 0.120499 0.18834;	66 0.12063 0.185752;	67 0.120989 0.184472;	68 0.122181 0.182236;	67 0.122281 0.183127;	66 0.122342 0.183085;	
120000;	54 0.135428 0.135085;	75 0.117976 0.193234;	74 0.118038 0.193874;	74 0.118276 0.2011;	75 0.118574 0.193654;	75 0.118653 0.193334;	68 0.119112 0.19358;	
122500;	54 0.135428 0.135085;	76 0.116507 0.191951;	75 0.116566 0.185716;	73 0.116604 0.180513;	72 0.116618 0.189263;	75 0.116651 0.184818;	69 0.116665 0.187514;	
125000;	54 0.135428 0.135085;	79 0.116026 0.194133;	74 0.116063 0.194309;	71 0.116065 0.194248;	69 0.116072 0.194299;	72 0.116107 0.194546;	71 0.116109 0.194505;	
127500;	54 0.135428 0.135085;	69 0.11554 0.194256;	73 0.115574 0.194412;	67 0.115969 0.19197;	69 0.115973 0.194356;	67 0.115992 0.195398;	68 0.115996 0.195592;	
130000;	54 0.135428 0.135085;	64 0.11554 0.194256;	66 0.115574 0.194412;	64 0.115596 0.191717;	67 0.115631 0.196048;	67 0.115635 0.191948;	68 0.11567 0.196495;	
132500;	54 0.135428 0.135085;	54 0.135428 0.135085;	121 0.209303 0.196048;	114 0.318951 0.196048;	69 0.346512 0.196048;	117 0.349123 0.196048;	103 0.353913 0.196048;	
135000;	54 0.135428 0.135085;	54 0.135428 0.135085;	61 0.154386 0.196048;	59 0.154532 0.196048;	72 0.154787 0.196048;	64 0.154958 0.196048;	67 0.15496 0.196048;	
137500;	54 0.135428 0.135085;	58 0.134748 0.153857;	54 0.135428 0.135085;	58 0.135573 0.196048;	58 0.135627 0.196048;	57 0.135647 0.196048;	60 0.135666 0.196048;	
140000;	54 0.135428 0.135085;	59 0.133299 0.167958;	56 0.133498 0.166057;	61 0.133727 0.165963;	57 0.133743 0.167256;	56 0.133746 0.172329;	57 0.133755 0.156494;	
142500;	54 0.135428 0.135085;	63 0.123157 0.217799;	61 0.123407 0.215784;	63 0.123692 0.209949;	66 0.123696 0.223591;	57 0.123795 0.204221;	62 0.123886 0.214494;	
145000;	54 0.135428 0.135085;	62 0.121456 0.208991;	65 0.121554 0.23074;	59 0.121753 0.216776;	60 0.121845 0.227578;	63 0.121923 0.225564;	59 0.122263 0.238012;	
147500;	54 0.135428 0.135085;	63 0.119958 0.202579;	62 0.120655 0.22046;	64 0.120747 0.218998;	59 0.120935 0.210935;	62 0.120948 0.199893;	59 0.120996 0.209439;	
150000;	54 0.135428 0.135085;	62 0.11889 0.206375;	61 0.119083 0.212755;	59 0.119244 0.202017;	63 0.119316 0.201834;	62 0.119405 0.203501;	64 0.119624 0.227018;	
152500;	54 0.135428 0.135085;	54 0.135428 0.135085;	79 0.246053 0.218908;	114 0.351055 0.218908;	115 0.352104 0.218908;	113 0.353077 0.218908;	111 0.353486 0.218908;	
155000;	54 0.135428 0.135085;	54 0.135428 0.135085;	57 0.152124 0.218908;	56 0.152178 0.218908;	59 0.153498 0.218908;	58 0.153547 0.218908;	61 0.153762 0.218908;	
157500;	56 0.135426 0.130988;	56 0.135426 0.130988;	52 0.135428 0.218908;	55 0.135573 0.218908;	58 0.135645 0.218908;	56 0.135646 0.218908;	56 0.1357 0.218908;	
160000;	60 0.135425 0.130932;	62 0.133508 0.152217;	63 0.133873 0.14533;	59 0.134365 0.139082;	63 0.134606 0.151095;	66 0.134706 0.150255;	57 0.134994 0.149342;	
162500;	63 0.134616 0.13408;	67 0.122949 0.225287;	71 0.124396 0.22415;	67 0.125707 0.217375;	67 0.126455 0.183663;	63 0.127006 0.197192;	60 0.12714 0.177619;	
165000;	63 0.134616 0.13408;	70 0.122147 0.208748;	70 0.122168 0.211184;	74 0.1223 0.217423;	77 0.122492 0.213291;	77 0.122552 0.225674;	70 0.122558 0.219215;	
167500;	63 0.134616 0.13408;	71 0.121151 0.212128;	73 0.121244 0.211929;	72 0.121491 0.215441;	68 0.12152 0.206067;	70 0.121522 0.201263;	70 0.121555 0.205976;	
170000;	63 0.134616 0.13408;	76 0.12001 0.207396;	74 0.120037 0.207678;	78 0.120037 0.207547;	73 0.120037 0.212742;	75 0.120037 0.212997;	80 0.120038 0.211934;	
172500;	63 0.134616 0.13408;	81 0.11965 0.209944;	79 0.119654 0.2126;	81 0.119667 0.210933;	83 0.119678 0.205303;	79 0.119678 0.205174;	76 0.119704 0.212928;	
175000;	63 0.134616 0.13408;	80 0.118245 0.206467;	75 0.118303 0.218114;	83 0.118348 0.220429;	75 0.118426 0.219159;	77 0.118427 0.225009;	77 0.118491 0.216383;	
177500;	63 0.134616 0.13408;	76 0.11651 0.198577;	75 0.116605 0.203188;	78 0.116901 0.201777;	73 0.117 0.202397;	77 0.117017 0.208781;	79 0.117021 0.197108;	
180000;	63 0.134616 0.13408;	76 0.116246 0.203618;	75 0.116262 0.212234;	75 0.116318 0.20385;	71 0.11644 0.210682;	74 0.116489 0.201037;	79 0.116489 0.201038;	
182500;	63 0.134616 0.13408;	63 0.134616 0.13408;	73 0.192474 1.#INF;	75 0.199644 1.#INF;	74 0.201977 1.#INF;	74 0.202318 1.#INF;	71 0.203102 1.#INF;	
185000;	63 0.134616 0.13408;	63 0.134396 0.146244;	63 0.134616 0.13408;	69 0.135801 1.#INF;	64 0.137669 1.#INF;	65 0.140962 1.#INF;	67 0.141049 1.#INF;	
187500;	67 0.134456 0.133537;	73 0.125467 0.210379;	72 0.125531 0.185741;	71 0.125632 0.200849;	71 0.127148 0.225321;	73 0.128008 0.223455;	72 0.129243 0.222236;	
190000;	67 0.134456 0.133537;	73 0.123888 0.184599;	70 0.123973 0.190291;	72 0.123998 0.195825;	72 0.124087 0.193339;	72 0.124131 0.192402;	70 0.124148 0.197351;	
192500;	74 0.132594 0.134159;	72 0.121595 0.187692;	72 0.121879 0.190447;	72 0.121898 0.195766;	76 0.121975 0.189916;	71 0.122161 0.19319;	75 0.122168 0.190987;	
195000;	74 0.132594 0.134159;	75 0.117965 0.20244;	73 0.117998 0.187568;	79 0.118017 0.201667;	74 0.118168 0.197309;	74 0.118196 0.198733;	73 0.118228 0.205399;	
197500;	74 0.132594 0.134159;	78 0.116578 0.20548;	76 0.11666 0.198239;	82 0.116704 0.195947;	77 0.116739 0.20392;	80 0.116744 0.206598;	77 0.116798 0.193926;	
200000;	74 0.132594 0.134159;	80 0.116558 0.194985;	82 0.116563 0.197471;	70 0.116578 0.20548;	76 0.116589 0.201332;	76 0.116597 0.189549;	76 0.116599 0.204856;	
202500;	74 0.132594 0.134159;	81 0.115906 0.193843;	80 0.115993 0.19505;	79 0.116029 0.198093;	80 0.116243 0.195402;	81 0.116251 0.196871;	81 0.116315 0.197464;	
205000;	74 0.132594 0.134159;	76 0.115845 0.193973;	76 0.115852 0.194946;	78 0.115857 0.195445;	78 0.115888 0.19586;	78 0.115892 0.194217;	78 0.115895 0.194567;	
207500;	74 0.132594 0.134159;	77 0.115275 0.192292;	81 0.11528 0.192511;	78 0.115289 0.192097;	78 0.115291 0.191112;	78 0.115292 0.191228;	76 0.115293 0.191037;	
210000;	74 0.132594 0.134159;	75 0.115275 0.192292;	75 0.115279 0.191572;	75 0.11528 0.192511;	77 0.11528 0.191689;	75 0.115289 0.192097;	75 0.115291 0.191112;	
212500;	74 0.132594 0.134159;	74 0.132594 0.134159;	76 0.172575 0.191112;	80 0.177089 0.188011;	75 0.181335 0.191112;	97 0.198255 0.191112;	90 0.198602 0.191112;	
215000;	74 0.132594 0.134159;	73 0.124636 0.187844;	74 0.132594 0.134159;	75 0.133039 0.191112;	74 0.135369 0.191112;	77 0.136043 0.191112;	75 0.136171 0.191112;	
217500;	74 0.132594 0.134159;	73 0.12428 0.183812;	72 0.12442 0.178456;	73 0.124636 0.187844;	73 0.124702 0.18136;	78 0.124825 0.185568;	74 0.124963 0.177865;	
220000;	74 0.132594 0.134159;	82 0.119922 0.182749;	80 0.120402 0.170576;	73 0.120607 0.179404;	77 0.121225 0.196873;	80 0.121283 0.203736;	79 0.121382 0.206801;	
222500;	74 0.132594 0.134159;	86 0.118382 0.178323;	82 0.118546 0.189382;	86 0.118687 0.18603;	81 0.11871 0.18463;	83 0.118731 0.180972;	85 0.118735 0.189809;	
225000;	74 0.132594 0.134159;	84 0.117207 0.205916;	81 0.118123 0.184919;	82 0.118132 0.183286;	83 0.118139 0.185598;	88 0.118167 0.193868;	88 0.118184 0.187984;	
227500;	74 0.132594 0.134159;	83 0.117206 0.20614;	82 0.117207 0.205916;	81 0.117379 0.207858;	82 0.11738 0.207675;	83 0.117468 0.202846;	84 0.117516 0.206107;	
230000;	74 0.132594 0.134159;	82 0.114575 0.697668;	78 0.115446 0.630059;	82 0.115625 0.631346;	81 0.115643 0.699181;	84 0.115682 0.698612;	79 0.115705 0.632862;	
232500;	74 0.132594 0.134159;	74 0.132594 0.134159;	79 0.162438 1.#INF;	95 0.16922 1.#INF;	79 0.177656 1.#INF;	85 0.187376 1.#INF;	87 0.193757 1.#INF;	
235000;	74 0.132594 0.134159;	74 0.132594 0.134159;	76 0.132834 1.#INF;	76 0.134774 1.#INF;	75 0.135682 1.#INF;	75 0.13573 1.#INF;	76 0.1362 1.#INF;	
237500;	74 0.132594 0.134159;	81 0.126045 0.186047;	80 0.126108 0.183193;	76 0.126298 0.178421;	75 0.126336 0.179241;	80 0.126433 0.190363;	78 0.126586 0.185524;	
240000;	74 0.132594 0.134159;	86 0.124943 0.208451;	82 0.125455 0.184284;	80 0.125616 0.1771;	80 0.125741 0.179947;	82 0.125756 0.17962;	80 0.125758 0.181598;	
242500;	74 0.132594 0.134159;	80 0.120475 0.21578;	85 0.120483 0.215531;	79 0.120494 0.216249;	81 0.120505 0.215659;	80 0.120511 0.215167;	80 0.120514 0.215888;	
245000;	74 0.132594 0.134159;	87 0.118301 0.195859;	90 0.118699 0.201935;	87 0.118783 0.198182;	85 0.118839 0.197911;	86 0.119041 0.202861;	89 0.119055 0.203603;	
247500;	74 0.132594 0.134159;	81 0.118114 0.194762;	81 0.118301 0.195859;	87 0.118309 0.194369;	83 0.118329 0.195294;	84 0.118411 0.194104;	90 0.118412 0.195716;	
250000;	74 0.132594 0.134159;	77 0.117957 0.195097;	76 0.118114 0.194762;	80 0.118141 0.195897;	82 0.118142 0.194538;	78 0.118173 0.195132;	76 0.118207 0.195129;	
Best: Len=74; Trn=0.132594; Val=0.134159; Tst=0.0547904;

2500;	51 0.197906 0.198722;	52 0.196635 0.198772;	46 0.197906 0.198722;	52 0.198044 2.9689;	48 0.19809 0.20034;	49 0.198205 0.200251;	56 0.198402 0.201226;	
5000;	74 0.18458 0.18283;	74 0.18458 0.18283;	55 0.187172 0.203345;	62 0.187314 0.189197;	55 0.187541 0.189096;	62 0.188017 0.204677;	51 0.188086 0.203345;	
7500;	66 0.167737 0.169038;	66 0.167737 0.169038;	66 0.170039 0.172521;	65 0.170149 0.180255;	63 0.170808 0.179959;	69 0.171509 0.173372;	64 0.172033 0.180255;	
10000;	63 0.142562 0.14034;	63 0.142562 0.14034;	64 0.149298 0.179959;	58 0.152929 0.149311;	67 0.153033 0.179959;	66 0.153132 0.179959;	66 0.153909 0.179959;	
12500;	64 0.131778 0.138316;	59 0.131778 0.138316;	58 0.131907 0.149311;	63 0.131974 0.179959;	60 0.131974 0.14034;	59 0.132084 0.14034;	63 0.132122 0.179959;	
15000;	60 0.130712 0.136394;	60 0.130712 0.136394;	54 0.131188 0.13711;	59 0.131251 0.137679;	51 0.131252 0.14034;	54 0.131256 0.14034;	60 0.131257 0.14034;	
17500;	56 0.124471 0.125318;	56 0.124471 0.125318;	65 0.1257 0.125524;	60 0.125778 0.12546;	59 0.12588 0.125567;	64 0.125981 0.14034;	61 0.125981 0.14034;	
20000;	62 0.121874 0.123974;	62 0.121874 0.123974;	62 0.12237 0.14034;	64 0.123132 0.12546;	67 0.12327 0.12546;	58 0.123284 0.12546;	59 0.123501 0.124133;	
22500;	71 0.119057 0.121791;	69 0.117974 0.123217;	68 0.118628 0.122929;	71 0.119057 0.121791;	73 0.119935 0.123258;	69 0.120138 0.12329;	69 0.120981 0.123367;	
25000;	67 0.117471 0.118306;	68 0.115999 0.119741;	70 0.116971 0.12359;	69 0.116975 0.123556;	65 0.117149 0.12108;	63 0.117152 0.121132;	60 0.117154 0.121168;	
27500;	71 0.112841 0.116824;	66 0.112408 0.117753;	70 0.11254 0.117495;	71 0.112841 0.116824;	70 0.112913 0.11919;	68 0.112936 0.11941;	69 0.112994 0.11941;	
30000;	71 0.112841 0.116824;	58 0.111079 0.125576;	68 0.11111 0.12557;	65 0.11111 0.12557;	65 0.111147 0.125561;	65 0.111199 0.125548;	65 0.111256 0.12546;	
32500;	60 0.100824 0.112169;	54 0.100028 0.11802;	62 0.100051 0.118014;	62 0.100051 0.118014;	69 0.100052 0.118007;	58 0.10008 0.118006;	70 0.100088 0.117985;	
35000;	61 0.100309 0.110194;	49 0.100028 0.11802;	51 0.100051 0.118014;	53 0.100051 0.118014;	59 0.100052 0.118007;	54 0.10008 0.118006;	58 0.100088 0.117985;	
37500;	61 0.100309 0.110194;	47 0.100028 0.11802;	54 0.10003 0.11802;	54 0.100031 0.11802;	58 0.100033 0.118019;	53 0.100034 0.118019;	54 0.100034 0.118019;	
40000;	61 0.100309 0.110194;	46 0.100028 0.11802;	51 0.10003 0.11802;	50 0.100031 0.11802;	50 0.100033 0.118019;	49 0.100034 0.118019;	51 0.100034 0.118019;	
42500;	61 0.100309 0.110194;	46 0.100028 0.11802;	50 0.10003 0.11802;	49 0.100031 0.11802;	50 0.100033 0.118019;	49 0.100034 0.118019;	49 0.100034 0.118019;	
45000;	61 0.100309 0.110194;	45 0.100028 0.11802;	50 0.10003 0.11802;	49 0.100031 0.11802;	50 0.100033 0.118019;	48 0.100034 0.118019;	49 0.100034 0.118019;	
47500;	61 0.100309 0.110194;	45 0.100028 0.11802;	50 0.10003 0.11802;	49 0.100031 0.11802;	50 0.100033 0.118019;	48 0.100034 0.118019;	49 0.100034 0.118019;	
50000;	61 0.100309 0.110194;	45 0.100028 0.11802;	50 0.10003 0.11802;	49 0.100031 0.11802;	50 0.100033 0.118019;	48 0.100034 0.118019;	49 0.100034 0.118019;	
52500;	61 0.100309 0.110194;	45 0.100028 0.11802;	50 0.10003 0.11802;	49 0.100031 0.11802;	50 0.100033 0.118019;	48 0.100034 0.118019;	49 0.100034 0.118019;	
55000;	61 0.100309 0.110194;	61 0.100309 0.110194;	99 0.21124 1.#INF;	72 0.218464 1.#INF;	72 0.229747 1.#INF;	100 0.239361 1.#INF;	75 0.240463 1.#INF;	
57500;	61 0.100309 0.110194;	61 0.100309 0.110194;	66 0.149258 1.#INF;	64 0.150681 1.#INF;	64 0.163956 1.#INF;	75 0.173007 1.#INF;	66 0.17705 1.#INF;	
60000;	61 0.100309 0.110194;	61 0.100309 0.110194;	65 0.101025 1.#INF;	61 0.101512 1.#INF;	67 0.102386 1.#INF;	63 0.102529 1.#INF;	62 0.102724 1.#INF;	
62500;	64 0.10001 0.107573;	62 0.0990204 0.110133;	61 0.0990817 0.110033;	63 0.10001 0.107573;	65 0.100047 1.#INF;	59 0.100262 1.#INF;	61 0.100284 1.#INF;	
65000;	65 0.0986729 0.106503;	62 0.0977116 0.111726;	65 0.0977206 0.111599;	63 0.0977343 0.111429;	64 0.09793 0.110914;	64 0.0980306 0.110738;	62 0.0982489 0.112721;	
67500;	65 0.0986729 0.106503;	64 0.0961882 0.11438;	66 0.0962702 0.113642;	67 0.0962865 0.114272;	65 0.0963285 0.113994;	65 0.0964597 0.114076;	68 0.0964859 0.112621;	
70000;	74 0.0973866 0.106118;	76 0.0921851 0.114421;	70 0.0923938 0.115064;	69 0.0928165 0.115431;	72 0.0928575 0.115301;	73 0.092936 0.115036;	72 0.0929376 0.11503;	
72500;	72 0.0955339 0.105421;	67 0.0914361 0.115359;	72 0.0914826 0.115305;	75 0.0915776 0.115183;	72 0.0915815 0.115049;	74 0.0916882 0.115018;	73 0.091796 0.114829;	
75000;	72 0.0955339 0.105421;	74 0.0884655 0.114828;	72 0.0894629 0.118865;	68 0.0899394 0.121484;	72 0.0902125 0.124827;	75 0.0903555 0.112107;	76 0.0907928 0.128203;	
77500;	78 0.0937829 0.101054;	79 0.0842121 0.128668;	73 0.0843282 0.127574;	75 0.084342 0.127408;	81 0.0843424 0.127403;	76 0.0843606 0.127183;	77 0.0843617 0.127169;	
80000;	78 0.0937829 0.101054;	74 0.0830839 0.128814;	75 0.0840675 0.127947;	75 0.0842119 0.12869;	72 0.0842121 0.128668;	71 0.0842124 0.128664;	72 0.0842128 0.128717;	
82500;	76 0.0917173 0.100975;	70 0.0826999 0.128507;	69 0.0827468 0.128375;	68 0.0830839 0.128814;	76 0.0833368 0.129214;	72 0.0833487 0.127395;	71 0.0833807 0.12756;	
85000;	76 0.0917173 0.100975;	72 0.0826864 0.12866;	69 0.0826999 0.128507;	69 0.082706 0.127641;	74 0.0827308 0.128602;	68 0.0827468 0.128375;	70 0.0827546 0.127484;	
87500;	76 0.0917173 0.100975;	72 0.0815956 0.128473;	73 0.0816473 0.12749;	73 0.0816686 0.128377;	73 0.0816931 0.127794;	72 0.081699 0.127928;	77 0.0817358 0.127649;	
